"","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","welcome","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","MTurkCode","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE"
"135","2018-09-10 06:45:33","2018-09-10 06:52:42","0","72.224.80.12",100,429,"1","2018-09-10 06:52:43","R_2zdMFugFmKddj3K","","","","","43.722396850586","-70.462196350098","anonymous","EN","","1",6,4,5,6,5,4,4,5,4,4,5,1,2,6,4,6,5,2,1,1,5,1,2,1,4,3,3,6,6,2,"5.28","105.333","106.467","31",1,5,5,5,2,5,5,3,1,5,1,"14.673","65.754","67.573","11","1","0","0","13.061","0","0","0","16.295","0","30","21.038","21.038","23.326","1","50","15.638","15.638","17.874","1","","","","","",5,5,3,"0",3,1,2,1,1,"","female","",59,"english","","white","","71","","0","graddegree","$100K-$250K","0","","Control","463220797",50,17.874,1,1.6,5,3,5.41666666666667,1,1,1,3,5,5,5,3,3,4,5,6,0.8,0,2,0.446969696969697,-3.4,-3.31969429747208,-1.71005291005291,1.60964138741917,-0.858784176847004,1.07603619381203,-0.457919955626414,0.216269168573771,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"loprev","hiprom","loass","hiloc",0,-2.08347608169261,2.5558732580635,-0.033060300158641,-3.72845385203866,-1
"136","2018-09-10 06:45:44","2018-09-10 06:52:45","0","24.104.64.110",100,421,"1","2018-09-10 06:52:45","R_r2WGVHVG2UgBQWJ","","","","","42.065505981445","-72.627098083496","anonymous","EN","","1",5,2,5,5,5,5,5,5,5,2,5,2,2,2,5,5,4,2,2,4,5,3,2,2,5,2,2,5,5,5,"8.94","107.001","108.37","35",1,1,5,2,4,2,4,1,2,4,2,"5.913","62.331","64.12","22","1","13.336","13.336","28.049","1","12.355","12.355","13.999","1","30","11.517","20.599","22.83","3","50","7.51","10.562","12.116","2","","","","","",4,3,4,"0",1,1,3,1,2,"","male","",35,"english","","white","","73","","0","doctorate","$100K-$250K","0","","Control","514850616",50,12.116,2,4.4,4.33333333333333,4.5,5,5,4,4,5,5,4,4,5,5,5,5,5,0.3,0.266666666666667,1,0,0.0666666666666673,0.146972369194592,1.08994708994709,0.942974720752498,0.641215823152996,0.659369527145359,0.601019941759668,-1.32729901497236,-1.1132306566906,-0.385221319834458,-1.39868090597368,-0.547888283179883,"hiprev","hiprom","hiass","hiloc",0,1.32795814612833,1.49730485972748,-0.033060300158641,0.165069324752013,-1
"137","2018-09-10 06:45:24","2018-09-10 06:52:47","0","38.67.209.186",100,442,"1","2018-09-10 06:52:47","R_1Fg3lGfPmJUuuDa","","","","","37.988693237305","-84.477699279785","anonymous","EN","","1",4,3,2,5,5,2,2,5,3,3,4,1,3,2,6,4,3,2,4,5,4,3,2,4,4,1,2,6,4,4,"3.496","100.215","100.7","39",3,4,3,4,3,4,5,3,3,3,3,"3.829","91.749","92.381","14","1","0","0","6.348","0","0","0","9.162","0","30","15.446","15.446","16.518","1","","","","","","0","6.135","6.135","6.917","1",3,4,3,"0",1,1,1,1,1,"","male","",28,"english","","white","","69","","0","somecollege","$40K-$70K","0","","CF Loss","740376911",0,6.917,1,2.4,3.33333333333333,3.83333333333333,4.16666666666667,2,2,2,3,3,3,3,4,4,5,4,3,0.3,0.666666666666667,1.42424242424242,1.06060606060606,-0.933333333333334,-0.853027630805409,-0.91005291005291,-0.0570252792475014,-0.0254508435136707,-0.173963806187974,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",1,-1.10878058802948,-0.0905477377765371,-1.46349698565819,-0.958062360860682,1
"138","2018-09-10 06:45:38","2018-09-10 06:52:48","0","41.57.104.175",100,430,"1","2018-09-10 06:52:49","R_28Yb1EIdfoQtXPD","","","","","-1.2832946777344","36.816696166992","anonymous","EN","","1",6,5,4,5,6,5,5,6,5,3,5,2,4,1,4,5,5,4,4,5,5,4,5,5,4,5,5,4,5,4,"5.139","66.586","69.086","38",4,4,4,3,4,3,4,4,4,3,3,"5.618","33.97","35.982","13","1","0","0","8.004","0","0","0","2.33","0","30","9.122","15.629","16.748","3","","","","","","23","3.418","3.925","5.283","2",2,3,2,"0",3,1,4,3,3,"loved the survey","male","",26,"english","","white","","10","","0","doctorate","$100K-$250K","0","","CF Loss","523966028",23,5.283,2,2.8,3,4.08333333333333,4.58333333333333,2,3,3,2,2,2,3,2,4,2,3,2,0.7,0.8,1.17424242424242,1.53787878787879,-0.2,-0.119694297472075,-0.51005291005291,-0.390358612580835,0.224549156486329,0.242702860478692,-1.5168598530125,0.216269168573771,-1.1132306566906,0.402534637579827,0.0791706173192649,0.188717075317515,"loprev","loprom","hiass","hiloc",1,-0.621432841197919,-0.619831936944544,-0.805496110328399,-0.134432458078039,1
"139","2018-09-10 06:47:04","2018-09-10 06:52:49","0","70.189.219.67",100,345,"1","2018-09-10 06:52:49","R_T5x1UHwbq2omMtb","","","","","36.214294433594","-115.21309661865","anonymous","EN","","1",5,5,4,2,3,6,3,6,4,5,6,2,5,4,6,6,5,2,2,5,5,6,2,2,2,1,4,6,6,5,"3.506","59.897","67.276","36",3,3,4,3,3,3,4,4,2,3,3,"4.119","29.217","30.378","13","1","5.301","9.048","21.003","3","2.981","7.422","18.351","3","30","9.994","20.294","20.885","2","100","5.244","14.959","25.641","2","","","","","",5,5,5,"0",5,5,5,5,5,"Everything worked fine.","male","",34,"english","","hispanic","","79","","0","graddegree","$70K-$100K","0","","Control","600901935",100,25.641,2,2.8,3.5,4.16666666666667,4.33333333333333,3,3,3,2,3,4,3,2,2,3,2,5,0.2,0.3,2.87878787878788,2.78787878787879,-0.7,-0.619694297472075,-0.51005291005291,0.109641387419165,0.307882489819663,-0.00729713952130773,1.65995983914575,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","hiprom","hiass","loloc",0,-0.621432841197919,0.174094361807466,1.39737638534091,-0.695998300884387,-1
"142","2018-09-10 06:45:47","2018-09-10 06:52:52","0","172.245.210.101",100,425,"1","2018-09-10 06:52:53","R_1f88pftriTv7HLD","","","","","42.88639831543","-78.87809753418","anonymous","EN","","1",3,4,5,6,5,4,5,5,4,5,6,6,6,4,5,5,4,5,6,3,5,4,5,6,6,4,5,6,5,5,"1.292","153.716","155.571","38",4,4,5,3,3,3,4,3,1,2,3,"3.96","22.976","25.748","11","1","0","0","26.145","0","0","0","4.243","0","30","4.706","17.258","21.194","4","","","","","","30","6.9","8.409","11.2","2",4,2,2,"1",NA,NA,NA,NA,NA,"good","male","",27,"english","","white","","96","","1","graddegree","$20K-$40K","0","","CF Loss","243368192",30,11.2,2,2.8,3.5,4.08333333333333,4.41666666666667,2,3,3,3,2,5,3,3,2,2,1,1,0.2,1.9,1.90151515151515,3.17424242424242,-0.7,-0.619694297472075,-0.51005291005291,0.109641387419165,0.224549156486329,0.0760361938120262,-1.5168598530125,NA,NA,NA,NA,NA,"loprev","hiprom","hiass","loloc",1,-0.621432841197919,0.174094361807466,-0.605234974358462,-0.695998300884387,1
"143","2018-09-10 06:47:07","2018-09-10 06:52:55","0","207.244.82.123",100,348,"1","2018-09-10 06:52:56","R_5C5W7g62WiZSDGV","","","","","38.770095825195","-77.632102966309","anonymous","EN","","1",5,2,3,2,4,5,2,4,4,2,4,3,3,5,5,3,2,5,3,1,4,2,5,3,5,2,4,4,3,4,"0.848","20.44","28.056","35",2,1,2,3,2,2,2,3,2,2,3,"2.464","63.999","66.407","12","1","0","0","2.041","0","0","0","2.091","0","30","20.441","38.071","38.925","6","","","","","","30","1.792","2.466","3.213","2",3,3,2,"1",NA,NA,NA,NA,NA,"none","female","",33,"english","","white","","83","","0","doctorate","$40K-$70K","0","","CF Loss","304988412",30,3.213,2,3.4,2.83333333333333,3.58333333333333,3.75,5,3,4,3,4,4,3,5,5,3,4,4,1.3,0.966666666666667,1.90151515151515,0.75,0.566666666666666,0.646972369194591,0.0899470899470898,-0.557025279247501,-0.275450843513671,-0.590630472854641,-1.5168598530125,NA,NA,NA,NA,NA,"hiprev","loprom","loass","loloc",1,0.109588779049425,-0.884474036528547,-0.605234974358462,0.72663516755836,1
"144","2018-09-10 06:45:47","2018-09-10 06:52:58","0","71.225.176.110",100,430,"1","2018-09-10 06:52:58","R_1NxJwt1AIe551YW","","","","","40.361099243164","-75.320098876953","anonymous","EN","","1",3,2,2,4,4,5,4,2,5,4,4,1,4,5,5,4,2,2,3,5,3,4,3,4,4,2,3,4,2,4,"7.817","113.802","114.874","36",3,4,2,3,4,2,3,3,4,2,4,"7.106","63.305","65.131","11","1","0","0","42","0","0","0","10.349","0","30","4.354","16.999","17.7","4","100","13.147","13.147","14.163","1","","","","","",3,4,5,"0",2,2,5,4,4,"","male","",29,"english","","white","","90","","0","somecollege","$100K-$250K","0","","Control","240081333",100,14.163,1,3.2,2.33333333333333,4.25,3.16666666666667,2,3,4,3,3,2,2,5,3,4,3,3,0.7,0.266666666666667,0.568181818181818,0.696969696969697,0.866666666666667,0.946972369194591,-0.11005291005291,-1.0570252792475,0.391215823152996,-1.17396380618797,1.65995983914575,-0.555514923199293,-0.357898454113614,1.19029059499411,0.818096378965737,0.925322433814912,"loprev","loprom","hiass","loloc",0,-0.134085094366356,-1.67840033528056,1.39737638534091,1.06357467324217,-1
"146","2018-09-10 06:45:55","2018-09-10 06:53:07","0","104.236.233.182",100,431,"1","2018-09-10 06:53:07","R_3oFJ2cFBP2LjbxN","","","","","37.77490234375","-122.41940307617","anonymous","EN","","1",6,5,4,5,4,5,5,5,6,5,5,3,3,5,5,5,6,5,4,4,4,5,5,1,6,5,4,5,5,4,"8.001","58.664","63.461","37",1,3,5,1,2,2,5,1,1,5,5,"10.248","76.105","77.659","14","1","0","0","4.62","0","0","0","29.611","0","30","4.856","17.478","18.646","2","","","","","","41","11.902","11.902","13.416","1",5,5,5,"0",1,NA,5,5,5," Good","male","",30,"english","","white","","12","","1","graddegree","$70K-$100K","0","","CF Loss","874184160",41,13.416,1,3.8,4.33333333333333,4.16666666666667,4.91666666666667,3,5,4,5,5,5,1,2,2,3,4,6,1.7,2.66666666666667,1.60606060606061,0.628787878787879,-0.533333333333333,-0.453027630805408,0.48994708994709,0.942974720752498,0.307882489819663,0.576036193812026,1.65995983914575,-1.32729901497236,NA,1.19029059499411,1.55702214061221,1.66192779231231,"hiprev","hiprom","hiass","hiloc",1,0.596936525880988,1.49730485972748,-0.29053890354856,-0.508809686615604,1
"147","2018-09-10 06:45:39","2018-09-10 06:53:06","0","108.187.204.153",100,446,"1","2018-09-10 06:53:07","R_2du6zAh47xgsQfK","","","","","37.751007080078","-97.821998596191","anonymous","EN","","1",2,2,NA,5,3,3,4,5,2,3,5,2,4,3,2,3,2,4,3,5,3,2,3,1,3,3,3,4,1,4,"2.301","149.274","149.283","32",2,2,3,3,3,3,4,4,4,3,3,"2.639","14.248","15.259","11","1","0","0","1.397","0","0","0","3.594","0","30","3.845","105.595","107.027","32","","","","","","24","5.806","5.806","6.734","1",2,3,3,"1",NA,NA,NA,NA,NA,"NO","","",31,"english","","white","","97","","0","graddegree","$40K-$70K","1","1","CF Loss","136869374",24,6.734,1,3,3.16666666666667,3.58333333333333,NA,4,3,3,2,4,2,3,5,4,4,3,6,0.5,0.566666666666667,1.35606060606061,NA,-0.166666666666667,-0.0863609641387418,-0.31005291005291,-0.223691945914168,-0.275450843513671,NA,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","loass",NA,1,-0.377758967782138,-0.355189837360541,-0.776887376618408,-0.0969947352242825,1
"148","2018-09-10 06:45:07","2018-09-10 06:53:14","0","73.75.151.81",100,487,"1","2018-09-10 06:53:15","R_3dKUHtEmE2X3dil","","","","","41.667098999023","-85.965896606445","anonymous","EN","","1",5,4,1,5,5,4,5,4,2,5,3,2,2,1,4,4,2,2,4,4,4,5,1,2,5,2,4,5,4,4,"2.762","161.14","162.253","34",3,3,3,3,4,3,4,3,2,3,2,"7.486","73.704","76.027","11","1","0","0","53.22","0","0","0","10.655","0","30","4.629","11.921","13.139","2","50","13.577","13.577","14.795","1","","","","","",4,5,4,"0",2,1,4,2,2,"","male","",53,"english","","white","","66","","0","highschool","$40K-$70K","0","","Control","857186515",50,14.795,1,3.2,3.5,3.58333333333333,4.33333333333333,3,3,3,3,3,4,4,3,2,3,5,5,0.2,0.3,0.992424242424242,1.33333333333333,-0.3,-0.219694297472075,-0.11005291005291,0.109641387419165,-0.275450843513671,-0.00729713952130773,0.601019941759668,-0.555514923199293,-1.1132306566906,0.402534637579827,-0.659755144327207,-0.547888283179883,"loprev","hiprom","loass","loloc",0,-0.134085094366356,0.174094361807466,-0.033060300158641,-0.246745626639308,-1
"149","2018-09-10 06:48:22","2018-09-10 06:53:15","0","192.3.231.204",100,293,"1","2018-09-10 06:53:15","R_2XmJGosAM8I5y2D","","","","","42.88639831543","-78.87809753418","anonymous","EN","","1",5,6,5,4,5,6,5,5,5,6,4,5,5,6,4,5,5,4,5,6,4,5,5,6,5,4,5,4,5,6,"15.962","44.971","45.903","30",5,3,5,4,4,5,4,3,4,5,3,"6.449","29.333","31.402","11","1","0","0","36.186","0","0","0","3.435","0","30","31.144","50.513","51.933","7","","","","","","40","11.11","12.654","13.36","2",4,4,3,"1",NA,NA,NA,NA,NA,"Very good","male","",35,"english","","white","","96","","0","doctorate","$70K-$100K","0","","CF Loss","885457640",40,13.36,2,2.6,3.33333333333333,4.16666666666667,4.16666666666667,3,2,1,3,1,2,3,1,1,2,2,1,1.3,2.66666666666667,3.42424242424242,1.78787878787879,-0.733333333333333,-0.653027630805409,-0.71005291005291,-0.0570252792475014,0.307882489819663,-0.173963806187974,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","hiass","loloc",1,-0.865106714613701,-0.0905477377765371,-0.319147637258551,-0.733436023738143,1
"150","2018-09-10 06:50:42","2018-09-10 06:53:17","0","66.91.245.82",100,154,"1","2018-09-10 06:53:17","R_damBjjkFrLfJ7dT","","","","","21.343002319336","-157.93490600586","anonymous","EN","","1",2,3,5,5,3,1,5,4,1,2,5,4,6,2,5,2,5,2,2,1,5,2,5,3,5,2,5,2,4,2,"0.565","15.829","16.68","43",2,3,4,3,2,2,5,1,3,3,2,"1.08","7.304","8.561","12","1","1.136","1.136","1.356","1","0","0","0.811","0","30","1.672","4.505","4.933","4","52","3.111","3.815","4.066","3","","","","","",2,2,5,"0",3,4,2,5,4,"","female","",23,"english","","asian","","15","","0","associates","$70K-$100K","0","","Control","553705791",52,4.066,3,3.4,3.83333333333333,2.91666666666667,3.5,3,3,4,5,4,3,4,4,5,2,1,4,1.3,0.566666666666667,2.99242424242424,2.09090909090909,-0.433333333333334,-0.353027630805409,0.0899470899470898,0.442974720752499,-0.942117510180338,-0.840630472854641,1.65995983914575,0.216269168573771,1.15276595104036,-1.17297727724874,1.55702214061221,0.925322433814912,"hiprev","hiprom","loass","loloc",0,0.109588779049425,0.703378560975473,0.024157167261341,-0.396496518054335,-1
"152","2018-09-10 06:47:07","2018-09-10 06:53:21","0","98.255.239.86",100,374,"1","2018-09-10 06:53:21","R_2X0uXffSAgwxemT","","","","","37.302200317383","-120.48300170898","anonymous","EN","","1",5,3,4,6,4,4,2,4,2,3,5,1,3,2,5,5,4,2,5,6,4,2,3,3,4,1,3,6,4,1,"6.044","90.027","90.96","31",2,1,5,3,4,2,5,1,1,5,1,"5.806","44.308","45.459","12","1","0","0","23.212","0","0","0","17.542","0","30","18.656","18.656","19.822","1","0","11.954","11.954","14.703","1","","","","","",5,5,3,"0",1,1,1,1,1,"","male","",36,"english","","white","","8","","0","graddegree","$40K-$70K","0","","Control","644363006",0,14.703,1,4.2,4.83333333333333,3.66666666666667,4.5,5,3,4,5,4,5,5,4,4,4,4,4,0.7,0.166666666666667,2.42424242424242,0.636363636363636,-0.633333333333333,-0.553027630805408,0.88994708994709,1.4429747207525,-0.192117510180338,0.159369527145359,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","loass","hiloc",0,1.08428427271255,2.29123115847949,-1.46349698565819,-0.621122855176873,-1
"154","2018-09-10 06:46:24","2018-09-10 06:53:22","0","198.12.74.131",100,418,"1","2018-09-10 06:53:23","R_2c0FitnLeMcmXap","","","","","42.88639831543","-78.87809753418","anonymous","EN","","1",5,4,6,3,3,6,5,4,5,4,6,3,3,5,4,6,5,3,4,6,5,4,6,5,5,4,6,4,5,3,"1.871","40.685","72.62","30",3,4,2,4,2,3,4,3,4,3,4,"2.235","34.589","37.02","14","1","0","0","5.357","0","0","0","2.7","0","30","5.52","29.907","35.347","5","","","","","","50","17.431","17.431","21.222","1",4,3,2,"0",3,4,3,3,4,"nothing","male","",30,"english","","white","","83","","0","doctorate","$40K-$70K","0","","CF Loss","463130524",50,21.222,1,2.4,2.66666666666667,4.16666666666667,4.33333333333333,2,2,3,3,3,2,2,3,3,1,4,2,0.3,0.666666666666667,2.33333333333333,1.51515151515152,-0.266666666666667,-0.186360964138742,-0.91005291005291,-0.723691945914168,0.307882489819663,-0.00729713952130773,-1.5168598530125,0.216269168573771,1.15276595104036,-0.385221319834458,0.0791706173192649,0.925322433814912,"loprev","loprom","hiass","loloc",1,-1.10878058802948,-1.14911613611255,-0.033060300158641,-0.209307903785552,1
"155","2018-09-10 06:46:06","2018-09-10 06:53:23","0","74.138.162.185",100,437,"1","2018-09-10 06:53:23","R_88PzJMixOuGttJf","","","","","38.919097900391","-84.394302368164","anonymous","EN","","1",5,4,3,6,5,3,4,5,4,4,5,1,3,1,4,5,3,4,4,5,4,3,2,2,4,2,2,5,5,4,"5.196","167.826","168.765","39",2,5,4,5,3,5,4,3,2,5,1,"7.567","64.293","64.697","13","1","0","0","3.916","0","0","0","13.984","0","30","20.279","34.831","35.924","2","30","5.649","5.649","7.096","1","","","","","",4,4,3,"0",3,2,3,2,2,"","female","",36,"english","","pacislander","","69","","0","doctorate","$250K-$500K","0","","Control","537392942",30,7.096,1,1.8,4.33333333333333,3.91666666666667,4.66666666666667,1,1,1,3,4,4,5,3,3,5,4,5,1.2,0.266666666666667,0.628787878787879,0.606060606060606,-2.53333333333333,-2.45302763080541,-1.51005291005291,0.942974720752498,0.0578824898196624,0.326036193812026,-0.457919955626414,0.216269168573771,-0.357898454113614,-0.385221319834458,-0.659755144327207,-0.547888283179883,"loprev","hiprom","loass","hiloc",0,-1.83980220827683,1.49730485972748,-0.605234974358462,-2.75507305784099,-1
"156","2018-09-10 06:49:35","2018-09-10 06:53:25","0","108.187.168.11",100,229,"1","2018-09-10 06:53:25","R_1d6sOAGvLQSke82","","","","","37.751007080078","-97.821998596191","anonymous","EN","","1",5,3,4,5,3,5,5,4,4,3,5,4,3,5,4,4,4,5,3,5,4,3,5,4,4,3,5,4,3,4,"16.654","40.8","42.612","31",3,4,4,5,3,3,3,4,2,3,3,"3.519","21.583","23.337","12","1","0","0","2.98","0","0","0","1.626","0","30","1.539","17.711","19.209","9","81","1.729","5.635","6.447","6","","","","","",4,5,4,"1",NA,NA,NA,NA,NA,"good","male","",25,"english","","white","","83","","0","graddegree","$500K+","0","","Control","227653303",81,6.447,6,2.2,3.33333333333333,4,3.91666666666667,2,1,3,2,3,4,3,4,4,2,4,3,0.7,0.266666666666667,0.909090909090909,0.446969696969697,-1.13333333333333,-1.05302763080541,-1.11005291005291,-0.0570252792475014,0.141215823152996,-0.423963806187974,0.601019941759668,NA,NA,NA,NA,NA,"loprev","loprom","hiass","loloc",0,-1.35245446144526,-0.0905477377765371,0.853810444851081,-1.18268869798322,-1
"157","2018-09-10 06:45:22","2018-09-10 06:53:26","0","47.204.212.64",100,483,"1","2018-09-10 06:53:27","R_2WNcGLclcljhZs3","","","","","28.136001586914","-82.447601318359","anonymous","EN","","1",5,4,3,4,4,3,5,5,3,3,3,2,3,5,3,5,5,3,3,3,4,4,4,2,4,3,3,4,4,4,"3.575","71.512","73.89","37",1,1,3,1,4,1,5,1,5,5,5,"5.09","42.911","43.777","15","1","0","0","14.181","0","0","0","10.945","0","30","11.863","11.863","12.755","1","80","8.371","8.371","9.207","1","","","","","",5,5,4,"0",1,1,3,3,3,"","male","",35,"english","","white","","12","","0","graddegree","$70K-$100K","0","","Control","489561309",80,9.207,1,4.8,3.33333333333333,3.5,4.25,5,5,5,5,5,1,1,3,4,4,4,5,0.2,3.86666666666667,0.454545454545455,0.386363636363636,1.46666666666667,1.54697236919459,1.48994708994709,-0.0570252792475014,-0.358784176847004,-0.0906304728546408,0.601019941759668,-1.32729901497236,-1.1132306566906,-0.385221319834458,0.0791706173192649,0.188717075317515,"hiprev","loprom","loass","loloc",0,1.8153058929599,-0.0905477377765371,0.82520171114109,1.73745368460979,-1
"158","2018-09-10 06:45:31","2018-09-10 06:53:27","0","138.219.173.200",100,475,"1","2018-09-10 06:53:28","R_3n0DD1I8htjAVxo","","","","","15","-86.5","anonymous","EN","","1",5,3,4,4,4,5,5,4,4,4,4,5,4,3,4,4,5,5,4,4,5,4,3,2,4,4,4,5,4,5,"1.586","45.322","48.15","38",2,3,3,3,4,3,4,4,3,2,3,"17.333","44.117","46.164","12","1","0","0","9.631","0","0","0","3.258","0","30","26.94","26.94","29.738","1","20","11.537","34.806","35.894","4","","","","","",5,5,5,"0",3,3,4,4,3,"THE SURVEY IS GOOD","female","",28,"english","","white","","8","","0","graddegree","$40K-$70K","0","","Control","892571669",20,35.894,4,3,3.16666666666667,4.08333333333333,4.25,3,3,3,2,4,3,3,4,3,3,3,5,0.5,0.566666666666667,0.446969696969697,0.386363636363636,-0.166666666666667,-0.0863609641387418,-0.31005291005291,-0.223691945914168,0.224549156486329,-0.0906304728546408,1.65995983914575,0.216269168573771,0.397433748463374,0.402534637579827,0.818096378965737,0.188717075317515,"loprev","loprom","hiass","loloc",0,-0.377758967782138,-0.355189837360541,-0.891322311458372,-0.0969947352242825,-1
"159","2018-09-10 06:45:57","2018-09-10 06:53:29","0","72.196.154.198",100,451,"1","2018-09-10 06:53:29","R_2cwTs2qGSNtdxOO","","","","","41.386093139648","-81.71019744873","anonymous","EN","","1",4,2,2,4,5,5,5,4,5,2,3,1,2,1,3,4,2,2,5,6,4,3,1,3,4,2,2,5,4,3,"2.915","85.931","87.933","39",3,3,3,4,4,5,3,3,2,4,4,"3.973","60.497","61.977","39","1","11.54","11.977","20.488","3","3.522","10.689","19.394","2","30","12.309","25.186","27.197","5","","","","","","100","14.548","23.692","27.638","2",5,4,5,"0",2,3,4,3,2,"","female","",30,"english","","white","","87","","0","graddegree","$100K-$250K","0","","CF Loss","920051722",100,27.638,2,2.6,3.16666666666667,4.41666666666667,4.08333333333333,3,2,1,3,3,4,2,5,5,5,5,4,1.3,0.566666666666667,1.17424242424242,0.628787878787879,-0.566666666666666,-0.486360964138742,-0.71005291005291,-0.223691945914168,0.557882489819663,-0.257297139521308,1.65995983914575,-0.555514923199293,0.397433748463374,0.402534637579827,0.0791706173192649,-0.547888283179883,"loprev","loprom","hiass","loloc",1,-0.865106714613701,-0.355189837360541,1.39737638534091,-0.54624740946936,1
"160","2018-09-10 06:46:41","2018-09-10 06:53:31","0","216.57.222.134",100,410,"1","2018-09-10 06:53:31","R_25RYQIUThQJUb1y","","","","","48.739501953125","-122.48089599609","anonymous","EN","","1",5,2,5,5,4,3,3,4,3,5,3,2,3,3,4,5,3,3,2,4,4,3,3,4,5,3,4,5,4,3,"5.082","123.767","124.716","36",2,3,4,3,4,3,4,3,3,4,3,"6.978","48.135","49.038","12","1","0","0","27.261","0","0","0","15.563","0","30","11.442","11.442","12.283","1","","","","","","50","26.971","26.971","27.815","1",3,3,3,"0",2,2,4,3,3,"","male","",44,"english","","white","","101","","0","graddegree","$100K-$250K","1","0","CF Loss","760367803",50,27.815,1,3.2,3.66666666666667,3.16666666666667,4.41666666666667,3,3,3,3,4,3,3,5,2,3,4,3,0.2,0.266666666666667,0.696969696969697,0.446969696969697,-0.466666666666666,-0.386360964138742,-0.11005291005291,0.276308054085832,-0.692117510180338,0.0760361938120262,-0.457919955626414,-0.555514923199293,-0.357898454113614,0.402534637579827,0.0791706173192649,0.188717075317515,"loprev","hiprom","loass","loloc",1,-0.134085094366356,0.438736461391469,-0.033060300158641,-0.433934240908091,1
"161","2018-09-10 06:45:22","2018-09-10 06:53:31","0","216.244.82.18",100,489,"1","2018-09-10 06:53:32","R_2By58BLxsxEGi5o","","","","","45.578002929688","-73.800399780273","anonymous","EN","","1",4,4,3,3,4,5,4,4,4,3,5,3,5,4,5,4,3,5,4,4,5,3,4,2,4,5,4,5,4,4,"1.499","80.52","88.437","34",3,2,3,4,5,3,4,3,3,5,3,"10.845","64.036","65.038","11","1","10.587","14.499","15.319","4","0","0","10.773","0","30","21.448","36.723","38.607","8","","","","","","40","11.488","13.875","14.351","3",2,3,3,"0",3,3,4,3,3,"none","male","",30,"english","","white","","96","","0","graddegree","$70K-$100K","0","","CF Loss","454889420",40,14.351,3,3.4,3.5,4,3.91666666666667,4,2,3,3,3,3,3,3,4,3,2,5,1.3,0.7,0.545454545454545,0.810606060606061,-0.1,-0.0196942974720753,0.0899470899470898,0.109641387419165,0.141215823152996,-0.423963806187974,-0.457919955626414,0.216269168573771,0.397433748463374,0.402534637579827,0.0791706173192649,0.188717075317515,"hiprev","hiprom","hiass","loloc",1,0.109588779049425,0.174094361807466,-0.319147637258551,-0.0221192895167698,1
