"","StartDate","EndDate","Progress","Durationinseconds","Finished","ResponseId","UserLanguage","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE","countryCode","countryName","asn","isp","block","hostname","block12","block.d"
"187","2018-09-10 07:19:32","2018-09-10 07:27:50",100,498,"1","R_31masfNOYVKmZ8y","EN","1",6,3,6,6,6,6,5,5,6,3,5,1,2,2,5,6,4,4,6,5,5,3,3,2,5,1,1,5,6,5,"3.804","111.501","112.715","32",1,2,5,2,5,2,4,2,3,5,1,"7.709","71.852","72.821","15","1","0","0","30.631","0","0","0","24.603","0","30","25.518","27.031","28.1","3","40","16.069","23.064","24.135","3","","","","","",4,5,5,"0",5,5,5,5,5,"","female","",45,"english","","white","","105","","0","graddegree","$100K-$250K","0","","Control",40,24.135,3,4.2,4.5,5,5.5,4,4,4,4,5,3,5,4,4,6,5,5,0.2,0.7,0.909090909090909,0.272727272727273,-0.3,-0.219694297472075,0.88994708994709,1.10964138741917,1.141215823153,1.15936952714536,1.65995983914575,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"hiprev","hiprom","hiass","hiloc",0,1.08428427271255,1.76194695931149,-0.319147637258551,-0.246745626639308,-1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"174.86.49.1",0,0
"189","2018-09-10 06:47:05","2018-09-10 06:52:09",100,303,"1","R_2RUQC4KX4Aqzz4P","EN","1",5,1,5,5,5,6,6,6,6,2,5,1,4,5,6,5,5,1,6,6,5,6,2,2,5,4,1,6,5,6,"1.326","56.214","56.868","61",3,3,4,3,3,2,4,3,2,4,2,"6.422","39.75","40.666","20","1","0","0","11.291","0","0","0","12.729","0","30","8.975","8.975","10.019","1","","","","","","0","17.398","17.398","18.264","1",5,5,1,"1",NA,NA,NA,NA,NA,"n","male","",35,"english","","white","","6","","0","graddegree","$10K-$20K","0","","CF Loss",0,18.264,1,3.2,3.83333333333333,5.83333333333333,5,3,3,4,3,3,4,4,6,5,6,3,5,0.2,0.166666666666667,0.151515151515152,0.545454545454545,-0.633333333333333,-0.553027630805409,-0.11005291005291,0.442974720752499,1.97454915648633,0.659369527145359,-2.57579975039858,NA,NA,NA,NA,NA,"loprev","hiprom","hiass","hiloc",1,-0.134085094366356,0.703378560975473,-1.46349698565819,-0.621122855176873,1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"184.101.96.232",0,0
"190","2018-09-10 06:46:58","2018-09-10 06:57:03",100,604,"1","R_3kpw2ZFLsZelES8","EN","1",5,2,4,5,4,4,4,5,4,3,5,2,4,5,5,5,3,2,3,4,5,4,3,4,4,4,2,5,4,5,"1.667","87.141","87.538","58",4,3,4,4,3,3,3,4,4,4,3,"2.583","42.841","43.473","18","1","0","0","2.973","0","0","0","5.118","0","30","4.347","4.347","5.42","1","0","9.257","9.257","10.658","1","","","","","",5,5,1,"0",5,5,5,5,5,"By earlier I mean 2010, not earlier in the survey","female","",70,"english","","white","","6","","0","somecollege","$10K-$20K","0","","Control",0,10.658,1,2.6,3,4.33333333333333,4.33333333333333,3,2,3,2,2,2,3,5,4,5,3,3,0.3,0.8,0.424242424242424,0.606060606060606,-0.4,-0.319694297472075,-0.71005291005291,-0.390358612580835,0.474549156486329,-0.00729713952130773,-2.57579975039858,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","loprom","hiass","loloc",0,-0.865106714613701,-0.619831936944544,-1.46349698565819,-0.359058795200578,-1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"184.101.96.232",0,0
"192","2018-09-10 06:50:05","2018-09-10 07:03:05",100,780,"1","R_1EhbX618Lf2bfJa","EN","1",4,2,5,5,5,5,2,3,5,3,5,2,5,3,6,5,1,2,6,6,2,5,1,5,5,2,1,3,2,4,"4.637","215.306","216.915","40",5,3,3,5,3,5,2,5,5,1,3,"8.863","88.463","89.65","22","1","1.075","1.075","53.928","1","1.509","1.509","29.435","1","30","0.813","39.259","40.918","3","80","0.829","25.912","27.661","5","","","","","",2,5,5,"0",3,1,2,1,1,"","female","",30,"english","","white","","102","","0","graddegree","$20K-$40K","0","","Control",80,27.661,5,1.8,1.83333333333333,4.91666666666667,3.58333333333333,3,1,1,1,1,1,3,5,4,6,2,2,1.2,0.966666666666667,1.35606060606061,1.90151515151515,-0.0333333333333332,0.0469723691945915,-1.51005291005291,-1.5570252792475,1.05788248981966,-0.757297139521307,1.65995983914575,0.216269168573771,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"loprev","loprom","hiass","loloc",0,-1.83980220827683,-2.47232663403257,0.82520171114109,0.0527561561907434,-1,"US","United States","5650","FRONTIER-FRTR",0,"184.15.191.27",0,0
"193","2018-09-10 06:57:36","2018-09-10 07:03:23",100,346,"1","R_2h1nz9WUd8ShEjf","EN","1",6,5,6,6,6,2,4,6,1,3,5,1,1,6,1,6,4,2,3,4,6,2,6,1,6,1,5,6,6,1,"0","0","100.812","0",2,3,4,3,4,3,4,3,1,4,1,"26.717","26.717","41.329","1","1","72.352","72.352","73.094","1","1.371","1.371","3.834","1","30","5.5","8.255","9.062","2","","","","","","100","5.076","7.27","7.5","2",5,5,3,"1",NA,NA,NA,NA,NA,"No comments necessary.","male","",28,"english","","white","","100","","0","associates","$40K-$70K","0","","CF Loss",100,7.5,2,3.2,4.33333333333333,2.58333333333333,6,3,3,3,3,4,5,5,2,4,2,6,6,0.2,0.266666666666667,1.90151515151515,0,-1.13333333333333,-1.05302763080541,-0.11005291005291,0.942974720752498,-1.27545084351367,1.65936952714536,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","hiprom","loass","hiloc",1,-0.134085094366356,1.49730485972748,1.39737638534091,-1.18268869798322,1,"US","United States","4922","SHENTEL",0,"184.170.76.155",0,0
"194","2018-09-10 06:46:11","2018-09-10 06:52:21",100,369,"1","R_3dRZiOowERHX0ji","EN","1",3,2,3,5,4,3,3,5,3,4,4,1,4,1,4,3,1,2,3,4,3,3,1,2,3,2,2,4,4,3,"5.64","87.103","88.174","37",3,3,3,3,4,3,4,3,3,3,2,"8.916","56.56","57.818","20","1","4.961","22.148","23.6","2","15.879","18.464","20.723","2","30","12.6","15.417","16.933","2","40","7.294","10.482","11.525","2","","","","","",5,4,3,"0",2,2,3,1,1,"","male","",36,"english","","white","","87","","0","graddegree","$100K-$250K","0","","Control",40,11.525,2,3.2,3.33333333333333,3.58333333333333,3.75,3,3,3,3,3,3,4,5,3,5,3,5,0.2,0.266666666666667,0.628787878787879,0.75,-0.133333333333333,-0.0530276308054086,-0.11005291005291,-0.0570252792475014,-0.275450843513671,-0.590630472854641,-0.457919955626414,-0.555514923199293,-0.357898454113614,-0.385221319834458,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",0,-0.134085094366356,-0.0905477377765371,-0.319147637258551,-0.0595570123705262,-1,"US","United States","10796","SCRR-10796",0,"184.54.194.220",0,0
"195","2018-09-10 06:50:38","2018-09-10 06:55:59",100,321,"1","R_3EAT4wAnPGIGIJ7","EN","1",6,2,4,6,6,2,4,5,3,6,4,1,2,1,4,5,1,1,3,5,5,3,1,4,5,1,2,5,4,4,"5.191","86.205","87.134","35",2,5,5,5,2,5,4,3,3,4,1,"6.886","33.715","35.688","12","1","0","0","27.597","0","0","0","14.241","0","30","23.98","23.98","24.854","1","0","12.843","12.843","13.6","1","","","","","",5,5,2,"1",NA,NA,NA,NA,NA,"Thank you!","male","",28,"english","","white","","105","","0","associates","$70K-$100K","0","","Control",0,13.6,1,1.6,4.16666666666667,3.58333333333333,4.91666666666667,1,1,1,3,4,3,5,5,1,5,5,3,0.8,0.566666666666667,1.53787878787879,0.810606060606061,-2.56666666666667,-2.48636096413874,-1.71005291005291,0.776308054085832,-0.275450843513671,0.576036193812026,-1.5168598530125,NA,NA,NA,NA,NA,"loprev","hiprom","loass","hiloc",0,-2.08347608169261,1.23266276014348,-1.46349698565819,-2.79251078069475,-1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"184.6.88.202",0,0
"196","2018-09-10 06:46:13","2018-09-10 06:49:45",100,212,"1","R_6sdCe5u7yJeG1CV","EN","1",5,5,3,4,6,2,2,5,2,5,3,2,2,1,2,4,5,5,3,3,5,2,1,2,3,2,5,5,5,2,"2.593","59.946","60.765","33",3,1,4,1,4,1,4,2,2,3,3,"2.734","25.695","26.931","11","1","0","0","4.842","0","0","0","9.709","0","30","9.673","9.673","10.363","1","100","10.355","10.355","10.977","1","","","","","",4,5,4,"0",2,2,3,3,2,"","male","",40,"english","","white","","83","","0","graddegree","$70K-$100K","0","","Control",100,10.977,1,4.6,3.5,2.25,4.58333333333333,5,5,5,4,3,4,3,2,2,2,5,5,0.3,0.3,0.204545454545455,0.810606060606061,1.1,1.18030570252792,1.28994708994709,0.109641387419165,-1.608784176847,0.242702860478692,0.601019941759668,-0.555514923199293,-0.357898454113614,-0.385221319834458,0.0791706173192649,-0.547888283179883,"hiprev","hiprom","loass","hiloc",0,1.57163201954411,0.174094361807466,1.39737638534091,1.32563873321846,-1,"US","United States","11351","RR-NYSREGION-ASN-01",0,"184.74.46.178",0,0
"197","2018-09-10 06:45:23","2018-09-10 06:56:15",100,652,"1","R_1lt3wBYvb3TsoUx","EN","1",6,2,4,5,5,4,1,5,2,5,2,1,4,1,2,5,3,2,4,4,4,2,1,1,5,3,2,5,5,2,"4.885","146.686","147.829","37",3,3,3,3,4,2,4,2,2,4,2,"12.853","82.766","84.075","22","1","6.02","53.187","56.95","4","21.229","21.229","24.883","1","30","23.321","26.552","28.31","2","","","","","","30","8.997","11.401","13.232","2",5,4,4,"0",2,2,4,2,2,"","female","",57,"english","","black","","12","","1","graddegree","$70K-$100K","0","","CF Loss",30,13.232,2,3.6,3.66666666666667,2.91666666666667,4.83333333333333,3,3,4,4,3,4,4,5,2,5,3,6,0.3,0.266666666666667,1.90151515151515,0.696969696969697,-0.0666666666666664,0.0136390358612583,0.28994708994709,0.276308054085832,-0.942117510180338,0.492702860478692,0.601019941759668,-0.555514923199293,-0.357898454113614,0.402534637579827,-0.659755144327207,-0.547888283179883,"hiprev","hiprom","loass","hiloc",1,0.353262652465207,0.438736461391469,-0.605234974358462,0.015318433336987,1,"US","United States","33363","BHN-TAMPA",0,"184.89.75.82",0,0
"213","2018-09-10 06:45:17","2018-09-10 06:51:02",100,344,"1","R_2qxAI1c2FDN2PdD","EN","1",4,3,4,4,4,4,4,4,4,4,3,4,4,4,1,4,3,5,5,5,5,5,1,1,3,1,4,3,1,4,"2.939","98.252","99.683","32",3,3,4,3,4,3,4,3,3,3,1,"3.944","40.376","41.679","11","1","0","0","3.679","0","0","0","10.139","0","30","14.859","14.859","16.383","1","50","19.361","19.361","22.006","1","","","","","",5,5,5,"0",5,4,5,4,3,"","male","",43,"english","","white","","96","","0","graddegree","$70K-$100K","0","","Control",50,22.006,1,3.2,3.66666666666667,3.75,3.75,3,3,3,3,3,3,5,4,3,3,3,6,0.2,0.666666666666667,1.29545454545455,1.47727272727273,-0.466666666666666,-0.386360964138742,-0.11005291005291,0.276308054085832,-0.108784176847004,-0.590630472854641,1.65995983914575,1.7598373521199,1.15276595104036,1.19029059499411,0.818096378965737,0.188717075317515,"loprev","hiprom","loass","loloc",0,-0.134085094366356,0.438736461391469,-0.033060300158641,-0.433934240908091,-1,"US","United States","14962","NCR-252",0,"192.127.94.7",0,0
"229","2018-09-10 06:46:32","2018-09-10 06:51:14",100,282,"1","R_3kArMFAXWPpIS4Y","EN","1",4,5,2,4,1,1,4,4,4,4,2,6,5,1,2,1,3,2,2,2,2,2,5,4,3,3,3,5,3,5,"3.768","101.387","101.701","69",2,3,2,3,4,3,3,3,2,4,3,"2.194","48.97","49.876","41","1","0","0","2.34","0","0","0","4.295","0","30","7.683","8.257","9.919","2","0","4.242","9.436","10.265","2","","","","","",5,5,3,"0",1,1,1,1,1,"","male","",35,"english","","asian","","90","","0","graddegree","$100K-$250K","0","","Control",0,10.265,2,3.2,3.33333333333333,2.75,2.83333333333333,3,3,3,3,4,4,3,2,3,4,2,3,0.2,0.666666666666667,1.47727272727273,1.60606060606061,-0.133333333333333,-0.0530276308054086,-0.11005291005291,-0.0570252792475014,-1.108784176847,-1.50729713952131,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",0,-0.134085094366356,-0.0905477377765371,-1.46349698565819,-0.0595570123705262,-1,"US","United States","16439","AMTRAK-IB",0,"198.212.199.98",0,0
"230","2018-09-10 06:52:06","2018-09-10 07:02:48",100,642,"1","R_3n9iMPTUR1kHB8L","EN","1",5,3,1,4,3,5,4,2,2,4,5,1,4,3,2,4,3,2,4,2,2,4,3,5,4,2,3,5,2,2,"5.99","126.144","127.729","41",2,3,3,3,4,3,4,2,2,4,2,"8.368","63.192","66.451","13","1","21.067","50.71","57.796","4","5.017","12.004","23.003","4","30","17.193","17.193","19.113","1","70","17.328","22.064","23.512","2","","","","","",5,5,4,"0",3,1,3,1,2,"","female","",33,"english","","white","","71","","0","graddegree","$100K-$250K","0","","Control",70,23.512,2,3.4,3.83333333333333,3.41666666666667,3.08333333333333,3,3,3,4,4,4,4,4,3,4,3,2,0.3,0.166666666666667,1.35606060606061,1.71969696969697,-0.433333333333334,-0.353027630805409,0.0899470899470898,0.442974720752499,-0.442117510180338,-1.25729713952131,0.601019941759668,0.216269168573771,-1.1132306566906,-0.385221319834458,-1.39868090597368,-0.547888283179883,"hiprev","hiprom","loass","loloc",0,0.109588779049425,0.703378560975473,0.53911437404118,-0.396496518054335,-1,"US","United States","11351","RR-NYSREGION-ASN-01",0,"198.255.236.232",0,0
"231","2018-09-10 06:46:51","2018-09-10 06:56:14",100,563,"1","R_ef99foCPKFU3bAR","EN","1",5,1,4,5,5,3,3,5,3,2,4,1,4,3,5,3,3,2,4,5,4,4,3,2,4,2,1,4,6,4,"5.581","156.043","156.588","31",2,1,4,2,4,2,5,3,3,5,1,"10.11","86.854","88.791","11","1","0","0","3.941","0","0","0","6.431","0","30","3.538","24.405","26.346","3","0","4.008","4.008","5.853","1","","","","","",5,3,3,"0",1,1,3,4,1,"","male","",30,"english","","black","","81","","0","doctorate","$250K-$500K","0","","Control",0,5.853,1,4,4.33333333333333,4.33333333333333,4.41666666666667,5,4,4,3,4,3,5,6,5,6,3,5,0.5,0.666666666666667,1.15151515151515,0.810606060606061,-0.333333333333333,-0.253027630805408,0.68994708994709,0.942974720752498,0.474549156486329,0.0760361938120262,-0.457919955626414,-1.32729901497236,-1.1132306566906,-0.385221319834458,0.818096378965737,-1.28449364167728,"hiprev","hiprom","hiass","loloc",0,0.84061039929677,1.49730485972748,-1.46349698565819,-0.284183349493065,-1,"US","United States","6128","CABLE-NET-1",0,"198.46.121.130",0,0
"232","2018-09-10 06:45:59","2018-09-10 06:51:32",100,332,"1","R_1DToovhLTDeijqw","EN","1",4,6,2,3,4,1,3,3,3,5,3,1,6,5,4,4,3,2,4,2,4,3,4,5,4,2,6,4,3,2,"3.687","106.775","107.605","39",4,3,3,3,2,4,3,3,3,2,4,"6.019","45.259","46.002","12","1","0","0","5.978","0","0","0","10.024","0","30","6.027","6.874","7.783","2","","","","","","100","10.216","10.216","11.964","1",5,5,4,"1",NA,NA,NA,NA,NA,"n/a","male","",35,"english","","white","","100","","","graddegree","$250K-$500K","0","","CF Loss",100,11.964,1,2.6,2.5,2.41666666666667,3.16666666666667,3,3,2,3,2,3,2,1,2,1,1,2,0.3,0.3,1.17424242424242,1.06060606060606,0.1,0.180305702527925,-0.71005291005291,-0.890358612580835,-1.44211751018034,-1.17396380618797,0.601019941759668,NA,NA,NA,NA,NA,"loprev","loprom","loass","loloc",1,-0.865106714613701,-1.41375823569655,1.39737638534091,0.202507047605769,1,"US","United States","14222","NFCU-AS",0,"199.204.166.130",0,0
"233","2018-09-10 06:45:21","2018-09-10 06:53:34",100,493,"1","R_BXrmeEmbybBpUOZ","EN","1",5,2,2,4,5,4,2,4,4,3,4,1,4,2,5,3,2,2,3,5,3,2,2,1,4,2,5,4,3,3,"8.542","177.994","178.884","30",2,1,3,1,4,2,3,4,2,3,2,"7.185","68.168","69.332","12","1","0","0","15.812","0","0","0","21.287","0","30","21.596","21.596","22.776","1","100","23.715","23.715","25.172","1","","","","","",5,4,4,"0",3,3,5,3,3,"","male","",23,"english","","black","","69","","0","doctorate","$100K-$250K","0","","Control",100,25.172,1,4,3.5,3.58333333333333,3.83333333333333,5,5,4,2,4,4,4,5,4,2,3,6,1.5,0.3,1.35606060606061,1.24242424242424,0.5,0.580305702527925,0.68994708994709,0.109641387419165,-0.275450843513671,-0.507297139521307,0.601019941759668,0.216269168573771,0.397433748463374,1.19029059499411,0.0791706173192649,0.188717075317515,"hiprev","hiprom","loass","loloc",0,0.84061039929677,0.174094361807466,1.39737638534091,0.651759721850847,-1,"US","United States","3356","LEVEL3",0,"199.231.192.108",0,0
"234","2018-09-10 06:57:17","2018-09-10 07:07:36",100,619,"1","R_2EAaqVwhxD0Grd4","EN","1",4,4,4,3,3,3,4,4,4,3,4,4,5,4,4,4,3,3,4,4,5,4,4,3,3,4,4,3,3,3,"2.43","41.558","46.084","31",3,3,3,4,3,4,5,4,4,5,3,"4.597","73.629","75.309","13","1","0","0","18.367","0","0","0","4.555","0","30","11.445","21.838","23.955","3","61","5.357","5.357","10.364","1","","","","","",2,3,3,"0",3,3,3,3,4,"","male","",25,"english","","white","","96","","0","doctorate","$20K-$40K","0","","Control",61,10.364,1,2.4,3.5,3.66666666666667,3.5,3,2,2,2,3,2,3,3,4,3,2,4,0.3,1.5,0.242424242424242,0.636363636363636,-1.1,-1.01969429747208,-0.91005291005291,0.109641387419165,-0.192117510180338,-0.840630472854641,-0.457919955626414,0.216269168573771,0.397433748463374,-0.385221319834458,0.0791706173192649,0.925322433814912,"loprev","hiprom","loass","loloc",0,-1.10878058802948,0.174094361807466,0.28163577065126,-1.14525097512946,-1,"US","United States","36007","KAMATERA",0,"199.244.48.159",0,0
"236","2018-09-10 07:38:06","2018-09-10 07:42:57",100,290,"1","R_2eamyFG8m8U4n6Y","EN","1",4,3,2,4,4,2,2,2,1,5,3,2,5,1,2,2,3,2,5,4,2,5,1,6,3,2,4,2,2,1,"2.487","70.404","71.282","41",3,1,3,1,4,1,3,3,2,5,3,"3.94","34.195","35.481","11","1","1.434","1.947","7.416","2","0","0","8.675","0","30","7.616","13.176","13.884","4","","","","","","0","6.549","6.549","7.298","1",4,4,3,"0",1,1,1,5,1,"Can I just have that $1, then?","female","",36,"4","","multi","","90","","1","graddegree","$100K-$250K","0","","CF Loss",0,7.298,1,4.4,3.5,2.83333333333333,2.5,5,5,5,3,3,4,3,4,2,3,2,1,0.8,0.7,1.96969696969697,1,0.9,0.980305702527925,1.08994708994709,0.109641387419165,-1.02545084351367,-1.84063047285464,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,1.55702214061221,-1.28449364167728,"hiprev","hiprom","loass","loloc",1,1.32795814612833,0.174094361807466,-1.46349698565819,1.10101239609593,1,"US","United States","35962","MSA-ASN",0,"199.33.135.210",0,0
"237","2018-09-10 06:45:30","2018-09-10 06:52:26",100,415,"1","R_3PNxw6KBS53aK70","EN","1",5,5,4,5,6,5,5,5,5,6,6,1,4,5,2,6,4,1,6,4,5,4,2,2,5,2,4,5,5,5,"3.63","113.442","114.831","87",2,3,3,3,4,3,3,2,4,4,3,"6.556","50.276","50.931","60","1","1.009","1.009","4.141","1","1.007","1.007","1.489","1","30","4.332","18.389","19.287","16","","","","","","0","2.666","10.359","11.001","3",1,3,3,"0",1,1,2,1,1,"","male","",23,"english","","white","","90","","1","graddegree","$100K-$250K","0","","CF Loss",0,11.001,3,3.4,3.16666666666667,4,4.91666666666667,3,3,3,4,4,2,3,2,1,3,3,5,0.3,0.566666666666667,2.72727272727273,0.628787878787879,0.233333333333333,0.313639035861258,0.0899470899470898,-0.223691945914168,0.141215823152996,0.576036193812026,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"hiprev","loprom","hiass","hiloc",1,0.109588779049425,-0.355189837360541,-1.46349698565819,0.352257939020795,1,"US","United States","6079","RCN-AS",0,"204.109.14.219",0,0
"238","2018-09-10 06:56:30","2018-09-10 07:04:03",100,452,"1","R_3K6mAOjUPRENnJ7","EN","1",5,4,2,6,6,1,4,6,2,4,4,1,3,1,1,6,1,1,2,1,4,1,1,1,5,1,4,6,6,2,"3.694","99.635","100.837","33",1,3,5,3,4,3,5,3,1,5,1,"5.387","37.957","39.321","15","1","0","0","25.5","0","0","0","22.243","0","30","9.817","12.814","13.253","2","","","","","","100","10.535","10.535","18.134","1",5,5,3,"1",NA,NA,NA,NA,NA,"","male","",34,"english","","white","","105","","0","graddegree","$100K-$250K","0","","CF Loss",100,18.134,1,3.2,5,2.25,5.16666666666667,3,3,3,3,5,5,5,3,3,3,4,6,0.2,0,1.29545454545455,1.60606060606061,-1.8,-1.71969429747208,-0.11005291005291,1.60964138741917,-1.608784176847,0.826036193812026,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","hiprom","loass","hiloc",1,-0.134085094366356,2.5558732580635,1.39737638534091,-1.93144315505835,1,"US","United States","2572","MORENET",0,"204.184.29.222",0,0
"239","2018-09-10 06:49:33","2018-09-10 06:57:42",100,488,"1","R_1hJRcjj6Y1s82J2","EN","1",5,2,1,6,5,5,4,5,3,2,2,1,3,3,4,5,2,4,1,2,4,1,3,2,5,1,2,5,6,4,"4.736","81.512","81.878","32",3,5,3,3,1,4,4,4,3,3,2,"6.206","43.975","45.518","14","1","0","0","18.547","0","0","0","17.662","0","30","17.517","17.517","18.602","1","100","7.012","14.924","15.609","2","","","","","",5,5,5,"0",2,2,2,2,2,"","female","",31,"english","","white","","","","0","graddegree","$70K-$100K","0","","Control",100,15.609,2,1.8,3.33333333333333,3.41666666666667,4.66666666666667,1,3,2,2,3,3,4,5,5,5,4,5,0.7,0.266666666666667,2.4469696969697,1.6969696969697,-1.53333333333333,-1.45302763080541,-1.51005291005291,-0.0570252792475014,-0.442117510180338,0.326036193812026,1.65995983914575,-0.555514923199293,-0.357898454113614,-1.17297727724874,-0.659755144327207,-0.547888283179883,"loprev","loprom","loass","hiloc",0,-1.83980220827683,-0.0905477377765371,1.39737638534091,-1.6319413722283,-1,"US","United States","32062","ARMSTRONGWORLD-01",0,"204.74.20.14",0,0
"240","2018-09-10 06:46:38","2018-09-10 06:52:23",100,344,"1","R_3IWS7UWZqLKxyxk","EN","1",5,5,6,6,5,5,4,5,3,4,3,2,2,6,3,5,4,6,1,3,4,2,5,1,5,2,4,6,6,2,"11.741","95.886","96.488","35",1,3,4,3,3,3,4,1,2,4,1,"6.086","30.552","31.432","11","1","7.955","11.362","11.666","2","2.721","2.721","4.145","1","30","12.639","41.348","48.52","3","","","","","","50","13.468","13.468","15.747","1",4,4,2,"1",NA,NA,NA,NA,NA,"No comments","male","",32,"english","","white","","87","","0","graddegree","$100K-$250K","0","","CF Loss",50,15.747,1,3.4,4.33333333333333,2.83333333333333,5.33333333333333,3,3,3,5,5,4,5,2,3,3,5,6,0.8,0.266666666666667,1.06060606060606,0.424242424242424,-0.933333333333333,-0.853027630805408,0.0899470899470898,0.942974720752498,-1.02545084351367,0.992702860478692,-1.5168598530125,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","hiloc",1,0.109588779049425,1.49730485972748,-0.033060300158641,-0.958062360860682,1,"US","United States","17089","CINCCHILDRENS",0,"205.142.197.121",0,0
"242","2018-09-10 06:45:03","2018-09-10 06:50:13",100,310,"1","R_3KO5bHhNsgK6ZJ3","EN","1",5,4,4,6,5,4,4,5,5,3,5,1,2,2,4,5,4,2,4,4,5,4,2,2,2,2,3,5,5,4,"6.198","74.14","74.816","33",2,3,3,3,4,2,4,3,2,4,2,"5.06","35.724","36.74","13","1","0","0","11.05","0","0","0","8.197","0","30","9.004","10.461","11.489","3","0","9.833","9.833","10.966","1","","","","","",5,5,3,"0",1,1,1,1,1,"Thank you for the opportunity. Due to bitcoins volatility, I decided it would be best to save all of my money. ","male","",26,"english","","white","","83","","0","graddegree","$500K+","0","","Control",0,10.966,1,3.4,3.83333333333333,4.08333333333333,4.75,3,3,4,3,4,4,4,3,4,4,5,5,0.3,0.166666666666667,0.265151515151515,0.931818181818182,-0.433333333333334,-0.353027630805409,0.0899470899470898,0.442974720752499,0.224549156486329,0.409369527145359,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","hiass","hiloc",0,0.109588779049425,0.703378560975473,-1.46349698565819,-0.396496518054335,-1,"US","United States","8002","STEALTH",0,"207.251.90.12",0,0
